Class Title;Parent;Series;Class Description;Class Link;HLS URL;Categories
Flowcademy Series 1 Flow 4 (with Miguel);Flowcademy;Series 1;"<div class=""html_output""> <p>With this series-specific Flow, Master Instructor Miguel Caratao has put together a super fun Flow that uses only movements that are taught in series 1 of Flowcademy. Miguel demonstrates the Flow once to each side and then calls it out through 4 rounds so you can follow along.  If you havenâ€™t begun Flowcademy, just know that this would be considered a beginner Flow, so itâ€™s appropriate for all levels. Be sure to check out the Call Out below, as well as where to find the movements.</p> <p>Where to find the movements:</p> <p>Ape Reach â€“ L1 Tutorials Crab Reach â€“ L1 Tutorials Underswitch â€“ L1 Tutorials Front Step Through â€“ L1 Tutorials Full Scorpion â€“ L1 Tutorials Wave Unload â€“ L1 Tutorials Beast Reach â€“ L1 Tutorials Side Kickthrough â€“ L1 Tutorials Jumping Underswitch â€“ L1 Tutorials</p> <p>The Call Out:</p> <p>Set Ape Ape Reach Open Set Ape into Left Arm Crab Reach Return to Crab into Right Leg Underswitch to Front Step Through Left Leg Full Scorpion Right Leg Underswitch to Loaded Beast Wave Unload Return to Loaded Beast Set Beast into Right Leg Side Kickthrough Right Leg Jumping Underswitch Left Leg Underswitch Right Leg Underswitch</p> <p>If you plan on using this Flow as your workout, we recommend doing it in this order: 1- Begin with the short or long duration Wrist Mobilizations video in the Level 1 tutorial section and follow along. 2- Perform 10-15 repetitions of each movement for 2-3 sets. If you are unfamiliar with any of the movements, go to the Tutorial section and follow along before performing the previously suggested sets and reps. 3- Watch this weekâ€™s Flow and practice along. 4- Once you feel comfortable with the Flow, continue to practice, alternating between sides for your determined workout duration. *We would suggest 20-25 minutes for practicing the entire Flow. 5- Leave at least 3-5 minutes for an additional round of Wrist Mobilizations.</p> <p>Animal Flow On Demand is intended for your personal use.  If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops.  If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer:  You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury.  You should be in a physical condition that enables you to participate in the exercise.  Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/miguel_flow_1_-_beginner_-_v2-1080p;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/9050422427ed46859f5507007bf7fec9/hls.m3u8;Beginner Flows|Flowcademy Series 1
Flowcademy Series 2 Class 1;Flowcademy;Series 2;"<div class=""html_output""> <p>Welcome to Flowcademy Series 2 Class 1!  Flowcademy is a series of classes within On Demand that are designed to guide you through learning the Animal Flow practice in a systematic way.  Follow the classes in order to learn new movements, with detailed instructions provided each time a new move is introduced. Series 2 introduces more intermediate level movements and Flows.  The class starts out with Wrist Mobilizations and a warm up, followed up by some conditioning as you learn and drill new moves, ending with a flow that uses movements you've learned.</p> <p>In this class you will learn the following movements:</p> <p>ACTIVATIONS Beast</p> <p>TRAVELING FORMS Lateral Traveling Ape (version 1)</p> <p>SWITCHES &amp; TRANSITIONS Reaching Underswitch Underswitch to Ape</p> <p>At the end of the class, you'll learn and perform multiple rounds of this Flow:</p> <p>Set Crab LL Jumping Underswitch LL Underswitch to Ape Left Lateral Traveling Ape (v1) LL Reaching Underswitch RL Full Scorpion LL Underswitch to Loaded Beast LL Beast Reach Return to Loaded Beast RL Front Kickthrough Pop Back to LL Underswitch to RA Crab Reach Return to Crab into LL Underswitch to Front Step Set Loaded Beast</p> <p>Animal Flow On Demand is intended for your personal use. If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops. If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer: You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury. You should be in a physical condition that enables you to participate in the exercise. Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/s2_class_1;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/b6cff7397ae8460e8ba207022396cfd1/hls.m3u8;FLOWCADEMY|Flowcademy Series 2
Flowcademy Series 2 Class 2;Flowcademy;Series 2;"<div class=""html_output""> <p>Welcome to Flowcademy Series 2 Class 2!  Flowcademy is a series of classes within On Demand that are designed to guide you through learning the Animal Flow practice in a systematic way.  Follow the classes in order to learn new movements, with detailed instructions provided each time a new move is introduced. Series 2 introduces move intermediate level movements and Flows. The class starts out with Wrist Mobilizations and a warm up, followed up by some conditioning as you learn and drill new moves, ending with a flow that uses movements you've learned.</p> <p>In this class you will learn the following movements:</p> <p>ACTIVATIONS Crab</p> <p>TRAVELING FORMS Forward Traveling Bear</p> <p>SWITCHES &amp; TRANSITIONS Crocodile Roll Scorpion Sweep</p> <p>At the end of the class, you'll learn and perform multiple rounds of this Flow:</p> <p>Set Ape LL Reaching Underswitch RL Full Scorpion into LS Crocodile Roll to LL Underswitch to Forward Traveling Bear (2 strides) LL Underswitch RL Underswitch to Ape Left Lateral Traveling Ape (v1) RL Scorpion Sweep to LL Reaching Underswitch RL Underswitch Tap to Side Kickthrough RL Jumping Underswitch Animal Flow On Demand is intended for your personal use. If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops. If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer: You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury. You should be in a physical condition that enables you to participate in the exercise. Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/s2_class_2;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/16d518ad63124e47887f9f71a0c967e9/hls.m3u8;FLOWCADEMY|Flowcademy Series 2
Flowcademy Series 2 Class 3;Flowcademy;Series 2;"<div class=""html_output""> <p>Welcome to Flowcademy Series 2 Class 3!  Flowcademy is a series of classes within On Demand that are designed to guide you through learning the Animal Flow practice in a systematic way.  Follow the classes in order to learn new movements, with detailed instructions provided each time a new move is introduced. Series 2 introduces move intermediate level movements and Flows. The class starts out with Wrist Mobilizations and a warm up, followed up by some conditioning as you learn and drill new moves, ending with a flow that uses movements you've learned.</p> <p>In this class you will learn the following movements:</p> <p>TRAVELING FORMS Forward Traveling Crab</p> <p>SWITCHES &amp; TRANSITIONS Jumping Underswitch Shift Reverse Reaching Underswitch</p> <p>At the end of the class, you'll learn and perform multiple rounds of this Flow:</p> <p>Set Ape Left Leg Reaching Underswitch into Forward Traveling Crab (2 strides) LL Jumping Underswitch Shift LL Underswitch to Ape into RL Reverse Reaching Underswitch Tap to Full Scorpion LL Underswitch to Loaded Beast LL Front Kickthrough Pop Back to RL Side Kickthrough RL Jumping Underswitch to LS Crocodile Roll to LL Underswitch to Loaded Beast</p> <p>Animal Flow On Demand is intended for your personal use. If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops. If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer: You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury. You should be in a physical condition that enables you to participate in the exercise. Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/s2_class_3;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/2fda867b97cc4c2f91ce460877053484/hls.m3u8;FLOWCADEMY|Flowcademy Series 2
Flowcademy Series 2 Class 4;Flowcademy;Series 2;"<div class=""html_output""> <p>Welcome to Flowcademy Series 2 Class 4!  Flowcademy is a series of classes within On Demand that are designed to guide you through learning the Animal Flow practice in a systematic way.  Follow the classes in order to learn new movements, with detailed instructions provided each time a new move is introduced.  Series 2 introduces move intermediate level movements and Flows. The class starts out with Wrist Mobilizations and a warm up, followed up by some conditioning as you drill moves, ending with a flow that uses movements you've learned.</p> <p>In this class you will not learn any new movements, but will focus on practicing the moves you've learned in the previous classes in this series.</p> <p>At the end of the class, you'll learn and perform multiple rounds of this Flow:</p> <p>Flow Set Crab LL Underswitch to Forward Traveling Bear (2strides) LL Underswitch RL Jumping Underswitch Shift to LL Side Kickthrough LL Jumping Underswitch to RS Crocodile Roll to RL Underswitch to Ape Left Lateral Traveling Ape (v1) to LL Scorpion Sweep to RL Reverse Reaching Underswitch LL Underswitch to Loaded Beast LL Beast Reach Return to Loaded Beast RL Front Kickthrough Pop Back to Ape Reach Open RL Reaching Underswitch</p> <p>Animal Flow On Demand is intended for your personal use. If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops. If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer: You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury. You should be in a physical condition that enables you to participate in the exercise. Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/s2_class_4;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/f4d78e4156aa4f72bf461ae1dc1222bc/hls.m3u8;FLOWCADEMY|Flowcademy Series 2
Flowcademy Series 2 Class 5;Flowcademy;Series 2;"<div class=""html_output""> <p>Welcome to Flowcademy Series 2, Class 5!  Flowcademy is a series of classes within On Demand that are designed to guide you through learning Animal Flow in a step by step, systematic way. The first three classes of each series are instruction focused classes where you'll be learning all of the movements needed for that series.</p> <p>This class begins with wrist preparation, followed by a warm up, then you'll begin to learn a Flow in three different chunks. Once learned, you'll perform the Flow for multiple rounds.</p> <p>The Call Out for the Flow taught I this class is:</p> <p>Right Leg Reaching Underswitch into Left Arm Crab Reach Return to Crab into Right Leg Underswitch to Forward Traveling Bear (2 strides) Right Leg Underswitch to Forward Traveling Crab (2 strides) Right Leg Underswitch to Ape Right Lateral Traveling Ape (V1) Left Leg Reaching Underswitch Right Leg Underswitch to Loaded Beast Unload Return to Loaded Beast Right Leg Beast Reach Right Leg Scorpion Reach Return to Loaded Beast Right Leg Front Kickthrough into Right Side Crocodile Roll Left Leg Front Step Right Leg Scorpion Switch Pop back to Right Leg Underswitch Left Leg Underswitch to Ape Right Leg Scorpion Sweep Left Leg Scorpion Sweep to Ape Reach</p> <p>Animal Flow On Demand is intended for your personal use. If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops. If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer: You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury. You should be in a physical condition that enables you to participate in the exercise. Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/flowcademy_s2_-_class_5_-_v3-1080p;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/4dd7ef4ba6614730bdde392fbaf3bed1/hls.m3u8;FLOWCADEMY|Flowcademy Series 2
Flowcademy Series 2 Flow 1 (with Mike);Flowcademy;Series 2;"<div class=""html_output""> <p>This Flow is the first one for Flowcademy Series 2, and would be considered intermediate level.  If you've completed Flowcademy Series 2, you will have learned all of the movements used in this Flow. And it is a LOT of fun! Mike Fitch demonstrates the Flow once to each side and then calls it out through 4 rounds so you can follow along.  Be sure to check the Call Out below as well as where you can find the tutorials for each movement. Start with your Wrist Mobilizations!  Where to find the tutorials</p> <p>Lateral Traveling Ape (V1) â€“ L1 Tutorials Scorpion Sweep â€“ L2 Tutorials Reaching Underswitch â€“ L2 Tutorials Full Scorpion â€“ L1 Tutorials Jumping Underswitch â€“ L1 Tutorials Crocodile Roll â€“ L2 Tutorials Forward Traveling Bear â€“ L2 Tutorials Forward Traveling Crab â€“ L1 Tutorials Underswitch Tap â€“ L1 Tutorials Jumping Underswitch Shift â€“ L3 Tutorials Underswitch to Ape â€“ L2 Tutorials Reverse Reaching Underswitch â€“ L3 Tutorials</p> <p>Call Out</p> <p>Set Ape Right Lateral Traveling Ape (V1) into Right Leg Scorpion Sweep to Left Leg Reaching Underswitch Right Leg Full Scorpion Left Leg Jumping Underswitch into Right Side Crocodile Roll to Right Leg Underswitch to Forward Traveling Bear Left Leg Underswitch to Forward Traveling Crab (2 strides) Left Leg Jumping Underswitch Tap to Right Leg Jumping Underswitch Shift Right Leg Underswitch to Ape into Left Leg Reverse Reaching Underswitch</p> <p>If you plan on using this Flow as your workout, we recommend doing it in this order:</p> <p>1- Begin with the short or long duration Wrist Mobilizations video in the Level 1 tutorial section and follow along.</p> <p>2- Perform 10-15 repetitions of each movement for 2-3 sets. If you are unfamiliar with any of the movements, go to the Tutorial section and follow along before performing the previously suggested sets and reps.</p> <p>3- Watch this weekâ€™s Flow and practice along.</p> <p>4- Once you feel comfortable with the Flow, continue to practice, alternating between sides for your determined workout duration. *We would suggest 20-25 minutes for practicing the entire Flow.</p> <p>5- Leave at least 3-5 minutes for an additional round of Wrist Mobilizations.</p> <p>Animal Flow On Demand is intended for your personal use.  If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops.  If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer:  You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury.  You should be in a physical condition that enables you to participate in the exercise.  Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/mike_flow_1_-_s2_flow_1_-_v1-1080p;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/31ef1e1f060f4d9aaf4bb9cb3b2123d2/hls.m3u8;Intermediate Flows|Flowcademy Series 2
Flowcademy Series 2 Flow 2 (with Miguel);Flowcademy;Series 2;"<div class=""html_output""> <p>This Flow is the second one for Flowcademy Series 2, and would be considered intermediate level.  If you've completed Flowcademy Series 2, you will have learned all of the movements used in this Flow. Master Instructor Miguel CaratĂ˘o takes you through a super cool sequence that has a couple of surprises in it. One of them being a huge â€śenergy redirectâ€ť from Scorpion Sweep into a Reverse Reaching Underswitch! He demonstrates the Flow once to each side and then calls it out through four rounds so you can follow along.  Be sure to check the Call Out below as well as where you can find the tutorials for each movement. Start with your Wrist Mobilizations!</p> <p>Where to find the movements:</p> <p>Lateral Traveling Ape (v1) â€“ L1 Tutorials Reaching Underswitch â€“ L2 Tutorials Underswitch Tap â€“ L1 Tutorials Full Scorpion â€“ L1 Tutorials Underswitch â€“ L1 Tutorials Beast Reach â€“ L1 Tutorials Front Step Through â€“ L1 Tutorials Crocodile Roll â€“ L2 Tutorials Underswitch to Ape â€“ L2 Tutorials Scorpion Sweep â€“ L2 Tutorials Reverse Reaching Underswitch â€“ L3 Tutorials Forward Traveling Crab â€“ L1 Tutorials</p> <p>The Call Out</p> <p>Set Ape Right Lateral Traveling Ape (version 1) into Left Leg Reaching Underswitch Tap to Full Scorpion Right Leg Underswitch to Loaded Beast Right Leg Beast Reach into Front Step Through Pop Back to Right Leg Underswitch to Right Side Crocodile Roll into Right Leg Underswitch to Ape Left Leg Scorpion Sweep into Left Leg Reverse Reaching Underswitch into Forward Traveling Crab (2 strides) Left Leg Underswitch to Ape</p> <p>If you plan on using this Flow as your workout, we recommend doing it in this order:</p> <p>1- Begin with the short or long duration Wrist Mobilizations video in the Level 1 tutorial section and follow along.</p> <p>2- Perform 10-15 repetitions of each movement for 2-3 sets. If you are unfamiliar with any of the movements, go to the Tutorial section and follow along before performing the previously suggested sets and reps.</p> <p>3- Watch this weekâ€™s Flow and practice along.</p> <p>4- Once you feel comfortable with the Flow, continue to practice, alternating between sides for your determined workout duration. *We would suggest 20-25 minutes for practicing the entire Flow.</p> <p>5- Leave at least 3-5 minutes for an additional round of Wrist Mobilizations.</p> <p>Animal Flow On Demand is intended for your personal use.  If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops.  If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer:  You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury.  You should be in a physical condition that enables you to participate in the exercise.  Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/miguel_flow_3_-_intermediate-1080p;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/8a8b5632fcb847d085f76a6845a47c2e/hls.m3u8;Intermediate Flows|Flowcademy Series 2
Flowcademy Series 2 Flow 3 (with Mike);Flowcademy;Series 2;"<div class=""html_output""> <p>This Flow is the 3rd one for Flowcademy Series 2, and is considered intermediate level.  If you've completed Flowcademy Series 2, you will have learned all of the movements used in this Flow. Mike Fitch demonstrates the Flow once to each side and then calls it out through four rounds so you can follow along.  Be sure to check the Call Out below as well as where you can find the tutorials for each movement. Start with your Wrist Mobilizations!</p> <p>Where to find the movements:</p> <p>Reverse Reaching Underswitch â€“ L3 Tutorials Lateral Traveling Ape (V1) â€“ L1 Tutorials Reaching Underswitch â€“ L2 Tutorials Full Scorpion â€“ L1 Tutorials Jumping Underswitch â€“ L1 Tutorials Underswitch â€“ L1 Tutorials Crocodile Roll â€“ L2 Tutorials Front Step â€“ L1 Tutorials Front Kickthrough â€“ L1 Tutorials Forward Traveling Bear â€“ L2 Tutorials</p> <p>The Call Out:</p> <p>Set Ape Right Leg Reverse Reaching Underswitch Tap to Ape Left Lateral Traveling Ape (V1) Left Leg Reaching Underswitch Right Leg Full Scorpion Left Leg Jumping Underswitch Left Leg Underswitch Right Leg Reaching Underswitch into Right Side Crocodile Roll to Right Leg Underswitch to Front Step Set Loaded Beast Left Leg Front Kickthrough Pop Back to Right Leg Underswitch Left Leg Underswitch to Bear Right Leg Underswitch</p> <p>If you plan on using this Flow as your workout, we recommend doing it in this order:</p> <p>1- Begin with the short or long duration Wrist Mobilizations video in the Level 1 tutorial section and follow along.</p> <p>2- Perform 10-15 repetitions of each movement for 2-3 sets. If you are unfamiliar with any of the movements, go to the Tutorial section and follow along before performing the previously suggested sets and reps.</p> <p>3- Watch this weekâ€™s Flow and practice along.</p> <p>4- Once you feel comfortable with the Flow, continue to practice, alternating between sides for your determined workout duration. *We would suggest 20-25 minutes for practicing the entire Flow.</p> <p>5- Leave at least 3-5 minutes for an additional round of Wrist Mobilizations.</p> <p>Animal Flow On Demand is intended for your personal use.  If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops.  If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer:  You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury.  You should be in a physical condition that enables you to participate in the exercise.  Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/mike_flow_5-1080p;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/b61585f3aecc427f9eec419a5c5430ac/hls.m3u8;Flowcademy Series 2
Flowcademy Series 3 Class 1;Flowcademy;Series 3;"<div class=""html_output""> <p>Welcome to Flowcademy Series 3 Class 1!  Flowcademy is a series of classes within On Demand that are designed to guide you through learning the Animal Flow practice in a systematic way.  Follow the classes in order to learn new movements, with detailed instructions provided each time a new move is introduced.  Series 3 introduces some more advanced level movements and Flows. The class starts out with Wrist Mobilizations and a warm up, followed up by some conditioning as you learn and drill new moves, ending with a flow that uses movements you've learned.</p> <p>In this class you will learn the following movements:</p> <p>TRAVELING FORMS Forward and Reverse Traveling Beast</p> <p>SWITCHES &amp; TRANSITIONS Levitating Side Kickthrough Rotating Ape</p> <p>At the end of the class, you'll learn and perform multiple rounds of this Flow:</p> <p>Set Ape RS Rotating Ape LL Scorpion Sweep into RL Reaching Underswitch LL Jumping Underswitch to RL Side Kickthrough Levitate to LL Side Kickthrough Jump to RL Front Kickthrough Pop Back to Loaded Beast RL Front Step Slide to RL Underswitch LL Jumping Underswitch Shift to LA Crab Reach Return to Crab into RL Full Scorpion LL Underswitch to Reverse Traveling Beast (2 strides) LL Underswitch RL Underswitch to Ape</p> <p>Animal Flow On Demand is intended for your personal use. If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops. If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer: You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury. You should be in a physical condition that enables you to participate in the exercise. Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/s3_class_1;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/fc17cdbf09c942ab8b31bd72d5850f33/hls.m3u8;FLOWCADEMY|Flowcademy Series 3
Flowcademy Series 3 Class 2;Flowcademy;Series 3;"<div class=""html_output""> <p>Welcome to Flowcademy Series 3 Class 2!  Flowcademy is a series of classes within On Demand that are designed to guide you through learning the Animal Flow practice in a systematic way.  Follow the classes in order to learn new movements, with detailed instructions provided each time a new move is introduced.  Series 3 introduces some more advanced level movements and Flows. The class starts out with Wrist Mobilizations and a warm up, followed up by some conditioning as you learn and drill new moves, ending with a flow that uses movements you've learned.</p> <p>In this class you will learn the following movements:</p> <p>TRAVELING FORMS Crocodile Crawl</p> <p>SWITCHES &amp; TRANSITIONS Pop Out Front Sweep</p> <p>At the end of the class, you'll learn and perform multiple rounds of this Flow:</p> <p>Set Ape Leap to LL Front Kickthrough Pop Back to Crocodile Crocodile Crawl (1 stride) LL Underswitch to RL Full Scorpion LL Underswitch to Loaded Beast Wave Unload Return to Loaded Beast LL Beast Reach to Front Step Through Pop Back to RL Underswitch LL Underswitch to Ape LL Scorpion Sweep into RL Front Sweep to RS Crocodile Roll to Pop Out</p> <p>Animal Flow On Demand is intended for your personal use. If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops. If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer: You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury. You should be in a physical condition that enables you to participate in the exercise. Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/s3_class_2;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/1bf4afea3063477cbb13d2edb1e67fe2/hls.m3u8;FLOWCADEMY|Flowcademy Series 3
Flowcademy Series 3 Class 3;Flowcademy;Series 3;"<div class=""html_output""> <p>Welcome to Flowcademy Series 3 Class 3!  Flowcademy is a series of classes within On Demand that are designed to guide you through learning the Animal Flow practice in a systematic way.  Follow the classes in order to learn new movements, with detailed instructions provided each time a new move is introduced. Series 3 introduces more advanced level movements and Flows. The class starts out with Wrist Mobilizations and a warm up, followed up by some conditioning as you learn and drill new moves, ending with a flow that uses movements you've learned.</p> <p>In this class you will learn the following movements:</p> <p>TRAVELING FORMS Traveling Baboon</p> <p>SWITCHES &amp; TRANSITIONS Roll Through Traveling Underswitch</p> <p>At the end of the class, you'll learn and perform multiple rounds of this Flow:</p> <p>Set Crab Left Leg Underswitch into Left Traveling Baboon (1 stride) into RL High Hip Reaching Underswitch Tap to Full Scorpion into LS Crocodile Roll to RL Roll Through Pop Back to Loaded Beast Slide to RL Reverse Traveling Underswitch LL Forward Traveling Underswitch RL Side Kickthrough Levitate to LL Side Kickthrough LL Jumping Underswitch LL Underswitch to Ape RL Scorpion Sweep into LL Front Sweep to RL Front Step Set Loaded Beast Pop to LS Rotating Ape</p> <p>Animal Flow On Demand is intended for your personal use. If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops. If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer: You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury. You should be in a physical condition that enables you to participate in the exercise. Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/s3_class_3;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/10bb49c19c784a3c8f4be70e95c02481/hls.m3u8;FLOWCADEMY|Flowcademy Series 3
Flowcademy Series 3 Class 4;Flowcademy;Series 3;"<div class=""html_output""> <p>Welcome to Flowcademy Series 3 Class 4!  Flowcademy is a series of classes within On Demand that are designed to guide you through learning the Animal Flow practice in a systematic way.  Follow the classes in order to learn new movements, with detailed instructions provided each time a new move is introduced. Series 3 introduces move advanced level movements and Flows. The class starts out with Wrist Mobilizations and a warm up, followed up by some conditioning as you practice the moves, ending with a flow that uses movements you've learned.</p> <p>In this class you will not learn new movements, but will instead practice using the moves you've learned in previous classes in this series.</p> <p>At the end of the class, you'll learn and perform multiple rounds of this Flow:</p> <p>Set Ape LL Scorpion Sweep into RL Reverse Reaching Underswitch to LL Roll Through to Crab LL Jumping Underswitch Shift LL Underswitch to Ape Left Lateral Traveling Ape (v1) to LL Front Sweep to LS Crocodile Roll to Pop Out RL Scorpion Sweep into LL Reaching Underswitch RL Underswitch to Forward Traveling Bear (2 strides) RL Underswitch Tap to Loaded Beast LL Front Kickthrough Pop Back to RL Underswitch LL Underswitch to Ape Reach Open LL High Hip Reaching Underswitch to RA Crab Reach Return to Crab into LL Underswitch to Loaded Beast</p> <p>Animal Flow On Demand is intended for your personal use. If you are interested in teaching Animal Flow to others, in personal training or classes, you'll need to become a Certified Animal Flow Instructor by attending one of our workshops. If you'd like to further improve your individual skills by working one-on-one or taking a class with one of our Certified Instructors, check out our on-line directory to find one near you. See AnimalFlow.com for more information.</p> <p>Disclaimer: You should understand that when participating in any exercise or exercise program, there is the possibility of physical injury. You should be in a physical condition that enables you to participate in the exercise. Consult with a physician if you have any medical conditions that might impact your ability to participate in a bodyweight training program. See our website for full disclaimer.</p> </div>";https://ondemand.animalflow.com/assets/s3_class-4;https://d1y8hfkrra5zh9.cloudfront.net/2001/media/b703860052924fdeb959344631f806ff/hls.m3u8;FLOWCADEMY|Flowcademy Series 3
