"tmdb","trakt","watched_at","season","episode","episode_title","show_title"
"86340","98050","2018-11-11T14:59:00.000Z","3","11","The One Where Chandler Can't Remember Which Sister","Friends"
"86334","98049","2018-11-11T14:34:30.000Z","3","10","The One Where Rachel Quits","Friends"
"86288","98048","2018-11-11T14:01:24.000Z","3","9","The One with the Football","Friends"
"86298","98047","2018-11-11T09:56:32.000Z","3","8","The One with the Giant Poking Device","Friends"
"86292","98046","2018-11-11T09:31:46.000Z","3","7","The One with the Race Car Bed","Friends"
"86281","98045","2018-11-10T18:55:47.000Z","3","6","The One with the Flashback","Friends"
"86280","98044","2018-11-10T18:32:14.000Z","3","5","The One with Frank, Jr.","Friends"
"86278","98043","2018-11-10T15:04:26.000Z","3","4","The One with the Metaphorical Tunnel","Friends"
"86277","98042","2018-11-10T05:36:51.000Z","3","3","The One with the Jam","Friends"
"86286","98041","2018-11-09T21:07:39.000Z","3","2","The One Where No One's Ready","Friends"
"86272","98040","2018-11-09T19:40:51.000Z","3","1","The One with the Princess Leia Fantasy","Friends"
"86229","98039","2018-11-09T15:33:08.000Z","2","24","The One with Barry and Mindy's Wedding","Friends"
"1007806","98038","2018-11-08T19:44:46.000Z","2","23","The One with the Chicken Pox","Friends"
"86212","98037","2018-11-08T19:20:27.000Z","2","22","The One with the Two Parties","Friends"
"1609494","3186837","2018-11-08T18:57:56.000Z","37","7","There's Gonna Be Tears Shed","Survivor"
"86210","98036","2018-11-08T18:46:35.000Z","2","21","The One with the Bullies","Friends"
"86207","98035","2018-11-07T21:16:24.000Z","2","20","The One Where Old Yeller Dies","Friends"
"86184","98034","2018-11-07T20:21:20.000Z","2","19","The One Where Eddie Won't Go","Friends"
"1007805","98033","2018-11-05T20:03:54.000Z","2","18","The One Where Dr. Ramoray Dies","Friends"
"86157","98032","2018-11-04T19:57:30.000Z","2","17","The One Where Eddie Moves In","Friends"
"87700","98031","2018-11-04T14:52:56.000Z","2","16","The One Where Joey Moves Out","Friends"
"1602594","3190585","2018-11-03T10:18:40.000Z","10","4","Episode 4","Shark Tank"
"86121","98021","2018-11-03T05:40:59.000Z","2","6","The One with the Baby on the Bus","Friends"
"1542492","2766714","2018-11-02T21:11:34.000Z","6","1","Chapter 66","House of Cards"
"1919642","3161534","2018-11-02T09:55:38.000Z","19","7","East Devon Revisited","Grand Designs"
"86233","98019","2018-11-02T08:10:08.000Z","2","4","The One with Phoebe's Husband","Friends"
"86231","98018","2018-11-02T06:40:41.000Z","2","3","The One Where Heckles Dies","Friends"
"86113","98017","2018-11-02T06:07:27.000Z","2","2","The One with the Breast Milk","Friends"
"1597911","3182268","2018-11-01T14:12:19.000Z","3","6","Kamsahamnida","This Is Us"
"85979","98000","2018-11-01T13:51:51.000Z","1","9","The One Where Underdog Gets Away","Friends"
"1609493","3184395","2018-11-01T09:15:48.000Z","37","6","Aren't Brochachos Just Adorable?","Survivor"
"1554297","3097663","2018-10-27T08:46:46.000Z","6","18","The Visions of Norman P. Horowitz","Elementary"
"1919641","3161530","2018-10-27T07:57:33.000Z","19","6","Lewes","Grand Designs"
"1534449","3050389","2018-10-27T05:02:06.000Z","6","15","How to Get a Head","Elementary"
"1529248","3050387","2018-10-26T04:37:58.000Z","6","13","Breathe","Elementary"
"1597910","3179321","2018-10-25T12:05:45.000Z","3","5","Toby","This Is Us"
"1585299","3182529","2018-10-25T11:09:17.000Z","37","5","Jackets and Eggs","Survivor"
"1590549","3170956","2018-10-24T20:16:42.000Z","3","4","Vietnam","This Is Us"
"1559323","3119435","2018-10-24T18:56:46.000Z","6","21","Whatever Remains, However Improbable","Elementary"
"1554647","3119434","2018-10-24T13:44:14.000Z","6","20","Fit to Be Tied","Elementary"
"1554644","3112460","2018-10-23T18:48:03.000Z","6","19","The Geek Interpreter","Elementary"
"1590075","3177308","2018-10-23T07:44:11.000Z","10","3","Episode 3","Shark Tank"
"1554296","3097656","2018-10-21T18:52:06.000Z","6","17","The Worms Crawl In, The Worms Crawl Out","Elementary"
"1375732","2736353","2018-10-21T11:56:23.000Z","18","5","South East London: Victorian Dairy House","Grand Designs"
"1919640","3161527","2018-10-20T18:52:02.000Z","19","5","Sheffield","Grand Designs"
"1534482","3050390","2018-10-19T18:24:10.000Z","6","16","Uncanny Valley of the Dolls","Elementary"
"1585298","3178895","2018-10-18T18:27:15.000Z","37","4","Time to Bring About the Charmpocalypse","Survivor"
"1575232","3163807","2018-10-17T19:42:24.000Z","3","3","Katie Girls","This Is Us"
"1534448","3050388","2018-10-17T15:01:38.000Z","6","14","Through the Fog","Elementary"
"1590074","3094139","2018-10-16T14:56:03.000Z","10","2","Episode 2","Shark Tank"
"1585297","3170952","2018-10-14T18:22:47.000Z","37","3","I Am Goliath Strong","Survivor"
"1919639","3161524","2018-10-13T19:34:44.000Z","19","4","Leominster","Grand Designs"
"1512359","3050386","2018-10-13T05:02:43.000Z","6","12","Meet Your Maker","Elementary"
"1590073","3094138","2018-10-10T19:37:13.000Z","10","1","Episode 1","Shark Tank"
"334058","342231","2018-10-10T05:15:00.000Z","0","16","New Man In Charge","Lost"
"1580031","3170951","2018-10-09T20:01:50.000Z","37","2","The Chicken Has Flown the Coop","Survivor"
"334042","342364","2018-10-09T19:17:26.000Z","6","17","The End","Lost"
"334042","342364","2018-10-09T19:16:49.000Z","6","17","The End","Lost"
"334041","342363","2018-10-09T14:49:06.000Z","6","16","What They Died For","Lost"
"334040","342362","2018-10-09T13:47:36.000Z","6","15","Across the Sea","Lost"
"334039","342361","2018-10-09T11:57:43.000Z","6","14","The Candidate","Lost"
"334038","342360","2018-10-09T10:15:10.000Z","6","13","The Last Recruit","Lost"
"334037","342359","2018-10-09T07:03:07.000Z","6","12","Everybody Loves Hugo","Lost"
"334036","342358","2018-10-09T06:10:15.000Z","6","11","Happily Ever After","Lost"
"334035","342357","2018-10-09T04:41:22.000Z","6","10","The Package","Lost"
"334034","342356","2018-10-08T18:41:36.000Z","6","9","Ab Aeterno","Lost"
"334033","342355","2018-10-08T16:54:55.000Z","6","8","Recon","Lost"
"334032","342354","2018-10-08T14:04:47.000Z","6","7","Dr. Linus","Lost"
"334031","342353","2018-10-07T18:45:01.000Z","6","6","Sundown","Lost"
"1575230","3155258","2018-10-07T16:03:38.000Z","3","2","A Philadelphia Story","This Is Us"
"334030","342352","2018-10-07T15:56:41.000Z","6","5","Lighthouse","Lost"
"1919638","3161521","2018-10-07T10:01:16.000Z","19","3","Richmond","Grand Designs"
"334029","342351","2018-10-07T04:21:01.000Z","6","4","The Substitute","Lost"
"334028","342350","2018-10-06T19:38:44.000Z","6","3","What Kate Does","Lost"
"334027","342349","2018-10-06T06:30:53.000Z","6","2","LA X (2)","Lost"
"334026","342348","2018-10-06T04:04:01.000Z","6","1","LA X (1)","Lost"
"334023","342347","2018-10-05T20:00:00.000Z","5","17","The Incident (2)","Lost"
"334024","342346","2018-10-05T19:15:00.000Z","5","16","The Incident (1)","Lost"
"334022","342345","2018-10-04T05:11:09.000Z","5","15","Follow the Leader","Lost"
"334021","342344","2018-10-03T18:49:48.000Z","5","14","The Variable","Lost"
"334020","342343","2018-10-03T13:49:40.000Z","5","13","Some Like It Hoth","Lost"
"334015","342342","2018-10-03T04:49:20.000Z","5","12","Dead Is Dead","Lost"
"111188","123059","2018-10-02T19:45:01.000Z","7","7","Guildford: The Art Deco House","Grand Designs"
"334016","342341","2018-10-02T05:18:03.000Z","5","11","Whatever Happened, Happened","Lost"
"334017","342340","2018-10-01T17:45:24.000Z","5","10","He's Our You","Lost"
"334018","342339","2018-10-01T05:06:40.000Z","5","9","Namaste","Lost"
"334013","342338","2018-09-30T19:09:39.000Z","5","8","LaFleur","Lost"
"334014","342337","2018-09-30T17:35:51.000Z","5","7","The Life and Death of Jeremy Bentham","Lost"
"334019","342336","2018-09-30T11:47:24.000Z","5","6","316","Lost"
"334011","342335","2018-09-30T08:50:29.000Z","5","5","This Place Is Death","Lost"
"334025","342334","2018-09-30T03:50:33.000Z","5","4","The Little Prince","Lost"
"334010","342333","2018-09-29T18:52:36.000Z","5","3","Jughead","Lost"
"334012","342332","2018-09-29T05:44:24.000Z","5","2","The Lie","Lost"
"334009","342331","2018-09-29T04:55:16.000Z","5","1","Because You Left","Lost"
"1919637","3157155","2018-09-28T20:05:29.000Z","19","2","Padstow","Grand Designs"
"334007","342329","2018-09-28T07:16:04.000Z","4","13","There's No Place Like Home (2)","Lost"
"334007","342329","2018-09-28T06:25:35.000Z","4","13","There's No Place Like Home (2)","Lost"
"334004","342328","2018-09-28T04:40:58.000Z","4","12","There's No Place Like Home (1)","Lost"
"1561339","3077605","2018-09-27T19:33:32.000Z","37","1","Appearances Are Deceiving","Survivor"
"333999","342327","2018-09-27T18:26:33.000Z","4","11","Cabin Fever","Lost"
"334003","342326","2018-09-27T15:55:02.000Z","4","10","Something Nice Back Home","Lost"
"334002","342325","2018-09-26T21:43:26.000Z","4","9","The Shape of Things to Come","Lost"
"1559341","3052438","2018-09-26T19:28:45.000Z","3","1","Nine Bucks","This Is Us"
"334006","342324","2018-09-26T07:14:55.000Z","4","8","Meet Kevin Johnson","Lost"
"334001","342323","2018-09-25T15:57:50.000Z","4","7","Ji Yeon","Lost"
"334005","342322","2018-09-25T10:55:09.000Z","4","6","The Other Woman","Lost"
"334000","342321","2018-09-25T09:07:05.000Z","4","5","The Constant","Lost"
"333998","342320","2018-09-25T08:11:00.000Z","4","4","Eggtown","Lost"
"333997","342319","2018-09-25T06:00:09.000Z","4","3","The Economist","Lost"
"333995","342318","2018-09-25T04:42:47.000Z","4","2","Confirmed Dead","Lost"
"333996","342317","2018-09-24T18:14:59.000Z","4","1","The Beginning of the End","Lost"
"333994","342316","2018-09-24T15:11:46.000Z","3","23","Through the Looking Glass (2)","Lost"
"333993","342315","2018-09-24T13:14:17.000Z","3","22","Through the Looking Glass (1)","Lost"
"333992","342314","2018-09-24T10:28:32.000Z","3","21","Greatest Hits","Lost"
"333991","342313","2018-09-24T08:03:40.000Z","3","20","The Man Behind the Curtain","Lost"
"333990","342312","2018-09-24T07:01:10.000Z","3","19","The Brig","Lost"
"333989","342311","2018-09-23T16:47:45.000Z","3","18","D.O.C.","Lost"
"333988","342310","2018-09-23T16:07:09.000Z","3","17","Catch-22","Lost"
"333987","342309","2018-09-23T06:28:46.000Z","3","16","One of Us","Lost"
"333986","342308","2018-09-22T18:56:37.000Z","3","15","Left Behind","Lost"
"333985","342307","2018-09-22T17:54:00.000Z","3","14","Exposé","Lost"
"333984","342306","2018-09-22T08:58:38.000Z","3","13","The Man from Tallahassee","Lost"
"333983","342305","2018-09-22T05:06:45.000Z","3","12","Par Avion","Lost"
"1919636","3157156","2018-09-21T19:16:51.000Z","19","1","Aylesbury Vale","Grand Designs"
"2981969","2484193","2018-09-19T20:30:00.000Z","0","2","This Is Rebecca","This Is Us"
"333982","342304","2018-09-19T17:46:01.000Z","3","11","Enter 77","Lost"
"333981","342303","2018-09-16T06:05:36.000Z","3","10","Tricia Tanaka Is Dead","Lost"
"333980","342302","2018-09-15T20:21:19.000Z","3","9","Stranger in a Strange Land","Lost"
"333979","342301","2018-09-14T12:55:08.000Z","3","8","Flashes Before Your Eyes","Lost"
"333978","342300","2018-09-12T18:25:59.000Z","3","7","Not in Portland","Lost"
"333977","342299","2018-09-11T19:53:42.000Z","3","6","I Do","Lost"
"333976","342298","2018-09-11T11:33:54.000Z","3","5","The Cost of Living","Lost"
"333975","342297","2018-09-10T12:50:13.000Z","3","4","Every Man for Himself","Lost"
"333973","342296","2018-09-09T18:52:01.000Z","3","3","Further Instructions","Lost"
"333972","342295","2018-09-09T08:12:24.000Z","3","2","The Glass Ballerina","Lost"
"333974","342294","2018-09-08T19:04:29.000Z","3","1","A Tale of Two Cities","Lost"
"333971","342293","2018-09-08T16:40:46.000Z","2","24","Live Together, Die Alone (2)","Lost"
"333969","342292","2018-09-08T15:23:11.000Z","2","23","Live Together, Die Alone (1)","Lost"
"333968","342291","2018-09-08T10:25:17.000Z","2","22","Three Minutes","Lost"
"333967","342290","2018-09-08T08:50:22.000Z","2","21","?","Lost"
"333966","342289","2018-09-08T05:40:04.000Z","2","20","Two for the Road","Lost"
"333965","342288","2018-09-07T18:22:29.000Z","2","19","S.O.S.","Lost"
"333964","342287","2018-09-07T14:09:35.000Z","2","18","Dave","Lost"
"333963","342286","2018-09-06T12:38:56.000Z","2","17","Lockdown","Lost"
"333962","342285","2018-09-05T17:06:15.000Z","2","16","The Whole Truth","Lost"
"333961","342284","2018-09-04T20:31:03.000Z","2","15","Maternity Leave","Lost"
"333960","342283","2018-09-04T12:23:49.000Z","2","14","One of Them","Lost"
"333959","342282","2018-09-02T20:00:00.000Z","2","13","The Long Con","Lost"
"333958","342281","2018-09-02T05:55:02.000Z","2","12","Fire + Water","Lost"
"333957","342280","2018-09-02T05:01:02.000Z","2","11","The Hunting Party","Lost"
"333956","342279","2018-09-01T19:34:19.000Z","2","10","The 23rd Psalm","Lost"
"333970","342278","2018-09-01T13:29:29.000Z","2","9","What Kate Did","Lost"
"333955","342277","2018-09-01T08:59:32.000Z","2","8","Collision","Lost"
"333954","342276","2018-09-01T05:03:43.000Z","2","7","The Other 48 Days","Lost"
"333953","342275","2018-08-30T19:09:42.000Z","2","6","Abandoned","Lost"
"333952","342274","2018-08-30T13:51:45.000Z","2","5","...And Found","Lost"
"333951","342273","2018-08-30T11:11:46.000Z","2","4","Everybody Hates Hugo","Lost"
"333950","342272","2018-08-29T20:47:36.000Z","2","3","Orientation","Lost"
"333949","342271","2018-08-29T11:59:07.000Z","2","2","Adrift","Lost"
"333948","342270","2018-08-28T19:29:27.000Z","2","1","Man of Science, Man of Faith","Lost"
"333947","342268","2018-08-28T05:08:52.000Z","1","24","Exodus (2)","Lost"
"333944","342267","2018-08-27T18:31:53.000Z","1","23","Exodus (1)","Lost"
"333943","342266","2018-08-26T19:07:26.000Z","1","22","Born to Run","Lost"
"333942","342265","2018-08-25T09:22:06.000Z","1","21","The Greater Good","Lost"
"333941","342264","2018-08-23T18:47:11.000Z","1","20","Do No Harm","Lost"
"333940","342263","2018-08-23T13:17:50.000Z","1","19","Deus Ex Machina","Lost"
"333939","342262","2018-08-22T19:28:39.000Z","1","18","Numbers","Lost"
"333938","342261","2018-08-21T18:56:30.000Z","1","17","...In Translation","Lost"
"333937","342260","2018-08-21T13:10:17.000Z","1","16","Outlaws","Lost"
"333936","342259","2018-08-20T19:19:26.000Z","1","15","Homecoming","Lost"
"333935","342258","2018-08-19T19:00:00.000Z","1","14","Special","Lost"
"333934","342257","2018-08-19T16:40:35.000Z","1","13","Hearts and Minds","Lost"
"333933","342256","2018-08-19T15:46:58.000Z","1","12","Whatever the Case May Be","Lost"
"333932","342255","2018-08-19T12:24:30.000Z","1","11","All the Best Cowboys Have Daddy Issues","Lost"
"333931","342254","2018-08-19T10:11:30.000Z","1","10","Raised by Another","Lost"
"333945","342253","2018-08-19T08:39:33.000Z","1","9","Solitary","Lost"
"333928","342252","2018-08-19T07:13:23.000Z","1","8","Confidence Man","Lost"
"333929","342251","2018-08-19T06:12:53.000Z","1","7","The Moth","Lost"
"333930","342250","2018-08-19T05:00:57.000Z","1","6","House of the Rising Sun","Lost"
"333927","342249","2018-08-18T19:31:02.000Z","1","5","White Rabbit","Lost"
"333926","342248","2018-08-18T17:30:58.000Z","1","4","Walkabout","Lost"
"333925","342247","2018-08-11T09:09:30.000Z","1","3","Tabula Rasa","Lost"
"333946","342246","2018-08-11T07:27:38.000Z","1","2","Pilot (2)","Lost"
"333924","342245","2018-08-10T19:39:10.000Z","1","1","Pilot (1)","Lost"
"1509469","2855133","2018-08-09T19:36:17.000Z","6","11","You’ve Come a Long Way, Baby","Elementary"
"1509468","2789195","2018-07-21T05:45:53.000Z","6","10","The Adventure of the Ersatz Sobekneferu","Elementary"
"1504772","2985420","2018-07-19T12:50:19.000Z","6","9","Nobody Lives Forever","Elementary"
"1504771","2985419","2018-07-18T18:55:27.000Z","6","8","Sand Trap","Elementary"
"1497403","2985418","2018-07-17T18:21:34.000Z","6","7","Sober Companions","Elementary"
"1494910","2985417","2018-06-29T18:13:01.000Z","6","6","Give Me the Finger","Elementary"
"1925735","3027198","2018-06-20T20:14:35.000Z","1","17","Carbs","The Truth About..."
"1493964","2722520","2018-06-16T18:47:01.000Z","6","5","Bits and Pieces","Elementary"
"1147229","2050151","2018-06-15T19:38:04.000Z","31","15","Second Chance Reunion","Survivor"
"1147228","2050150","2018-06-15T18:58:34.000Z","31","14","Lie, Cheat and Steal","Survivor"
"1145307","2050149","2018-06-14T19:20:49.000Z","31","13","Villains Have More Fun","Survivor"
"1142186","2050148","2018-06-14T17:02:53.000Z","31","12","Tiny Little Shanks to the Heart","Survivor"
"1141166","2050146","2018-06-14T10:51:53.000Z","31","11","My Wheels Are Spinning","Survivor"
"1138323","2033638","2018-06-14T10:21:34.000Z","31","10","Like Selling Your Soul To The Devil","Survivor"
"1136488","2029172","2018-06-13T19:01:39.000Z","31","9","Witches Coven","Survivor"
"1136075","2029171","2018-06-12T19:29:26.000Z","31","8","You Call, We'll Haul","Survivor"
"1134623","2004525","2018-06-12T14:00:28.000Z","31","7","Play To Win","Survivor"
"1132702","2004523","2018-06-11T19:31:48.000Z","31","6","Bunking with the Devil","Survivor"
"1131593","2004521","2018-06-11T15:21:18.000Z","31","5","A Snake in the Grass","Survivor"
"1117683","2004519","2018-06-11T12:39:28.000Z","31","4","What's The Beef?","Survivor"
"1114338","2004516","2018-06-10T18:05:18.000Z","31","3","We Got A Rat","Survivor"
"1487734","2722519","2018-06-08T19:37:16.000Z","6","4","Our Time is Up","Elementary"
"1109046","1909636","2018-06-08T19:28:48.000Z","31","2","Survivor MacGyver","Survivor"
"1109045","1875211","2018-06-08T12:48:25.000Z","31","1","Second Chance","Survivor"
"1320280","2526097","2018-06-02T17:24:09.000Z","34","13","Game Changers Reunion","Survivor"
"1320279","2526096","2018-06-02T16:53:28.000Z","34","12","No Good Deed Goes Unpunished","Survivor"
"1313588","2526095","2018-06-02T04:48:38.000Z","34","11","Parting Is Such Sweet Sorrow","Survivor"
"1313587","2526094","2018-06-01T18:56:24.000Z","34","10","It Is Not a High Without a Low","Survivor"
"1308451","2526093","2018-06-01T04:43:30.000Z","34","9","Reinventing How This Game Is Played","Survivor"
"1305093","2526092","2018-05-31T19:26:49.000Z","34","8","A Line Drawn in Concrete","Survivor"
"1302890","2526091","2018-05-30T18:17:33.000Z","34","7","There's a New Sheriff in Town","Survivor"
"1302826","2526090","2018-05-28T19:01:07.000Z","34","6","What Happened on Exile, Stays on Exile","Survivor"
"1299791","2523186","2018-05-28T03:48:50.000Z","34","5","Vote Early, Vote Often","Survivor"
"1290509","2517088","2018-05-27T19:00:36.000Z","34","4","Dirty Deed","Survivor"
"1290508","2508107","2018-05-27T15:59:55.000Z","34","3","The Tables Have Turned","Survivor"
"1288218","2503077","2018-05-27T05:00:12.000Z","34","2","Survivor Jackpot","Survivor"
"1279913","2421295","2018-05-26T20:08:32.000Z","34","1","The Stakes Have Been Raised","Survivor"
"1247489","2414057","2018-05-25T20:44:21.000Z","33","13","I'm Going For a Million Bucks","Survivor"
"1246034","2408362","2018-05-25T20:05:09.000Z","33","12","Slayed the Survivor Dragon","Survivor"
"1244159","2408359","2018-05-25T05:22:51.000Z","33","11","About to Have a Rumble","Survivor"
"1741369","6571360","2018-05-24T20:03:20.000Z","36","15","Ghost Island Reunion","Survivor"
"1741369","6571360","2018-05-24T19:40:48.000Z","36","15","Ghost Island Reunion","Survivor"
"1495266","2933792","2018-05-24T19:40:48.000Z","36","14","It Is Game Time Kids","Survivor"
"1242337","2393878","2018-05-24T05:39:45.000Z","33","10","Million Dollar Gamble","Survivor"
"1242337","2393878","2018-05-23T18:46:45.000Z","33","10","Million Dollar Gamble","Survivor"
"1242337","2393878","2018-05-23T17:20:21.000Z","33","10","Million Dollar Gamble","Survivor"
"1239639","2388091","2018-05-23T14:28:04.000Z","33","9","Still Throwin’ Punches","Survivor"
"1237218","2385324","2018-05-23T04:52:13.000Z","33","8","I'm The Kingpin","Survivor"
"1236538","2369715","2018-05-22T18:45:18.000Z","33","7","I Will Destroy You","Survivor"
"1234352","2369713","2018-05-22T17:46:14.000Z","33","6","The Truth Works Well","Survivor"
"1232960","2356663","2018-05-22T11:13:02.000Z","33","5","Idol Search Party","Survivor"
"1230618","2347564","2018-05-22T04:46:55.000Z","33","4","Who's the Sucker at the Table?","Survivor"
"1228202","2339562","2018-05-21T19:20:08.000Z","33","3","Your Job Is Recon","Survivor"
"1460130","2926963","2018-05-21T17:10:06.000Z","3","2","Episode 2","The Durrells"
"1925732","2846477","2018-05-20T08:41:37.000Z","1","14","Looking Good","The Truth About..."
"1227534","2330004","2018-05-20T06:37:46.000Z","33","2","Love Goggles","Survivor"
"63128","73711","2018-05-19T18:36:46.000Z","3","8","The Tape","Seinfeld"
"1925734","2967074","2018-05-19T18:08:51.000Z","1","16","Obesity","The Truth About..."
"63124","73707","2018-05-19T17:49:59.000Z","3","4","The Dog","Seinfeld"
"1471908","2947449","2018-05-19T15:15:51.000Z","3","5","Episode 5","The Durrells"
"1463594","2940380","2018-05-19T14:29:17.000Z","3","4","Episode 4","The Durrells"
"1224220","2266756","2018-05-19T06:49:46.000Z","33","1","May the Best Generation Win","Survivor"
"1388700","2777227","2018-05-18T19:22:23.000Z","1","7","Our Blue Planet","Blue Planet II"
"1472408","2722517","2018-05-18T11:03:49.000Z","6","3","Pushing Buttons","Elementary"
"1485175","2912161","2018-05-17T10:47:53.000Z","36","13","Always Be Moving","Survivor"
"66464","77447","2018-05-17T06:33:28.000Z","1","13","Sentencing","The Wire"
"66463","77446","2018-05-17T04:39:36.000Z","1","12","Cleaning Up","The Wire"
"66462","77445","2018-05-16T18:58:29.000Z","1","11","The Hunt","The Wire"
"66461","77444","2018-05-16T12:54:26.000Z","1","10","The Cost","The Wire"
"66460","77443","2018-05-16T05:01:50.000Z","1","9","Game Day","The Wire"
"66459","77442","2018-05-15T20:52:24.000Z","1","8","Lessons","The Wire"
"66458","77441","2018-05-15T19:39:26.000Z","1","7","One Arrest","The Wire"
"66457","77440","2018-05-15T15:12:35.000Z","1","6","The Wire","The Wire"
"66456","77439","2018-05-15T14:06:42.000Z","1","5","The Pager","The Wire"
"66455","77438","2018-05-15T12:18:54.000Z","1","4","Old Cases","The Wire"
"66454","77437","2018-05-14T20:35:09.000Z","1","3","The Buys","The Wire"
"66453","77436","2018-05-14T17:54:28.000Z","1","2","The Detail","The Wire"
"1137887","1404511","2018-05-14T09:32:56.000Z","13","16","Cook Islands Reunion","Survivor"
"1137886","1404510","2018-05-14T06:21:04.000Z","13","15","This Tribe Will Self-Destruct in 5, 4, 3...","Survivor"
"1137885","1404509","2018-05-14T04:46:58.000Z","13","14","I Have the Advantage... For Once","Survivor"
"1137884","1404508","2018-05-13T19:32:14.000Z","13","13","Arranging a Hit","Survivor"
"1137883","1404507","2018-05-13T18:31:07.000Z","13","12","You're a Rat","Survivor"
"1137882","1404506","2018-05-13T16:54:16.000Z","13","11","Why Would You Trust Me?","Survivor"
"1137881","1404505","2018-05-13T14:26:13.000Z","13","10","People That You Like Want to See You Suffer","Survivor"
"1137880","1404504","2018-05-13T12:51:29.000Z","13","9","Mutiny","Survivor"
"1137879","1404503","2018-05-13T11:43:48.000Z","13","8","Why Aren't You Swimming?!","Survivor"
"1137878","1404502","2018-05-13T10:30:12.000Z","13","7","A Closer Look","Survivor"
"1137877","1404501","2018-05-13T08:39:50.000Z","13","6","Plan Voodoo","Survivor"
"1137876","1404500","2018-05-12T20:31:28.000Z","13","5","Don't Cry Over Spilled Octopus","Survivor"
"1137875","1404499","2018-05-12T17:07:07.000Z","13","4","Ruling the Roost","Survivor"
"1137874","1404498","2018-05-12T15:36:13.000Z","13","3","Flirting and Frustration","Survivor"
"1137873","1404497","2018-05-12T14:13:48.000Z","13","2","Dire Straights and Dead Weight","Survivor"
"1137872","1404496","2018-05-12T09:38:52.000Z","13","1","I Can Forgive Her, But I Don't Have to Because She Screwed with My Chickens","Survivor"
"968476","533958","2018-05-12T06:54:49.000Z","1","1","The Marooning","Survivor"
"968506","533973","2018-05-11T09:51:14.000Z","25","15","Philippines Reunion","Survivor"
"968505","533972","2018-05-11T06:47:52.000Z","25","14","Million Dollar Question","Survivor"
"968504","533971","2018-05-11T04:56:35.000Z","25","13","Gouge My Eyes Out","Survivor"
"1485176","2912160","2018-05-10T19:39:47.000Z","36","12","A Giant Game Of Bumper Cars","Survivor"
"968503","533970","2018-05-10T18:46:26.000Z","25","12","Shot Into Smithereens","Survivor"
"968502","533969","2018-05-10T17:38:42.000Z","25","11","Hell Hath Frozen Over","Survivor"
"968501","533968","2018-05-10T13:45:01.000Z","25","10","Whiners Are Weiners","Survivor"
"968500","533967","2018-05-10T12:51:43.000Z","25","9","Little Miss Perfect","Survivor"
"968499","533966","2018-05-10T10:47:55.000Z","25","8","Dead Man Walking","Survivor"
"968498","533965","2018-05-10T06:53:08.000Z","25","7","Not the Only Actor on This Island","Survivor"
"968497","533964","2018-05-10T05:55:23.000Z","25","6","Down and Dirty","Survivor"
"968496","533963","2018-05-09T20:15:00.000Z","25","5","Got My Swag Back","Survivor"
"968495","533962","2018-05-09T19:31:54.000Z","25","4","Create a Little Chaos","Survivor"
"968494","533961","2018-05-09T18:41:30.000Z","25","3","This Isn't a We Game","Survivor"
"968493","533960","2018-05-09T16:11:55.000Z","25","2","Don't Be Blinded by the Headlights","Survivor"
"968492","533959","2018-05-09T14:31:37.000Z","25","1","Survivor Smacked Me in the Chops","Survivor"
"1472407","2648192","2018-05-09T11:09:52.000Z","6","2","Once You've Ruled Out God","Elementary"
"968491","533988","2018-05-09T08:36:44.000Z","26","15","Caramoan Reunion","Survivor"
"968490","533987","2018-05-09T07:46:08.000Z","26","14","Last Push","Survivor"
"968489","533986","2018-05-09T05:30:00.000Z","26","13","Don't Say Anything About My Mom","Survivor"
"968488","533985","2018-05-09T04:38:26.000Z","26","12","The Beginning of the End","Survivor"
"968487","533984","2018-05-08T20:15:00.000Z","26","11","Come Over to the Dark Side","Survivor"
"968486","533983","2018-05-08T16:36:40.000Z","26","10","Zipping Over the Cuckoo's Nest","Survivor"
"968485","533982","2018-05-08T15:22:49.000Z","26","9","Cut Off the Head of the Snake","Survivor"
"968484","533981","2018-05-08T06:18:57.000Z","26","8","Blindside Time","Survivor"
"968483","533980","2018-05-08T04:44:03.000Z","26","7","Tubby Lunchbox","Survivor"
"968482","533979","2018-05-07T19:00:00.000Z","26","6","Operation Thunder Dome","Survivor"
"968481","533978","2018-05-07T17:52:04.000Z","26","5","Persona Non Grata","Survivor"
"968480","533977","2018-05-07T16:00:39.000Z","26","4","Kill or Be Killed","Survivor"
"968479","533976","2018-05-07T15:05:50.000Z","26","3","There's Gonna Be Hell to Pay","Survivor"
"968478","533975","2018-05-07T13:10:41.000Z","26","2","Honey Badger","Survivor"
"968477","533974","2018-05-07T09:48:08.000Z","26","1","She Annoys Me Greatly","Survivor"
"969467","534003","2018-05-06T19:59:07.000Z","27","15","Blood vs. Water Reunion","Survivor"
"969517","534002","2018-05-06T19:15:00.000Z","27","14","It's My Night","Survivor"
"969327","534001","2018-05-06T16:24:16.000Z","27","13","Out on a Limb","Survivor"
"969030","534000","2018-05-06T15:08:12.000Z","27","12","Rustle Feathers","Survivor"
"968861","533999","2018-05-06T12:10:51.000Z","27","11","Gloves Come Off","Survivor"
"968668","533998","2018-05-06T11:26:03.000Z","27","10","Big Bad Wolf","Survivor"
"968667","533997","2018-05-06T08:33:16.000Z","27","9","My Brother's Keeper","Survivor"
"968666","533996","2018-05-06T06:47:41.000Z","27","8","Skin of My Teeth","Survivor"
